archive,date,count,date_dec
Winnower,2012-10-01,0,2012.7486338797814
preprints.org,2012-10-01,0,2012.7486338797814
Wellcome Open Research,2012-10-01,0,2012.7486338797814
arXiv q-bio,2012-11-01,151,2012.8333333333333
Nature Precedings,2012-11-01,0,2012.8333333333333
F1000Research,2012-11-01,18,2012.8333333333333
PeerJ Preprints,2012-11-01,0,2012.8333333333333
bioRxiv,2012-11-01,0,2012.8333333333333
Winnower,2012-11-01,0,2012.8333333333333
preprints.org,2012-11-01,0,2012.8333333333333
Wellcome Open Research,2012-11-01,0,2012.8333333333333
arXiv q-bio,2012-12-01,171,2012.9153005464482
Nature Precedings,2012-12-01,0,2012.9153005464482
F1000Research,2012-12-01,14,2012.9153005464482
PeerJ Preprints,2012-12-01,0,2012.9153005464482
bioRxiv,2012-12-01,0,2012.9153005464482
Winnower,2012-12-01,0,2012.9153005464482
preprints.org,2012-12-01,0,2012.9153005464482
Wellcome Open Research,2012-12-01,0,2012.9153005464482
arXiv q-bio,2013-01-01,178,2013
Nature Precedings,2013-01-01,0,2013
F1000Research,2013-01-01,22,2013
PeerJ Preprints,2013-01-01,0,2013
bioRxiv,2013-01-01,0,2013
Winnower,2013-01-01,0,2013
preprints.org,2013-01-01,0,2013
Wellcome Open Research,2013-01-01,0,2013
arXiv q-bio,2013-02-01,161,2013.0849315068492
Nature Precedings,2013-02-01,0,2013.0849315068492
F1000Research,2013-02-01,24,2013.0849315068492
PeerJ Preprints,2013-02-01,0,2013.0849315068492
bioRxiv,2013-02-01,0,2013.0849315068492
Winnower,2013-02-01,0,2013.0849315068492
preprints.org,2013-02-01,0,2013.0849315068492
Wellcome Open Research,2013-02-01,0,2013.0849315068492
arXiv q-bio,2013-03-01,160,2013.1616438356164
Nature Precedings,2013-03-01,0,2013.1616438356164
F1000Research,2013-03-01,24,2013.1616438356164
PeerJ Preprints,2013-03-01,0,2013.1616438356164
bioRxiv,2013-03-01,0,2013.1616438356164
Winnower,2013-03-01,0,2013.1616438356164
preprints.org,2013-03-01,0,2013.1616438356164
Wellcome Open Research,2013-03-01,0,2013.1616438356164
arXiv q-bio,2013-04-01,203,2013.2465753424658
Nature Precedings,2013-04-01,0,2013.2465753424658
F1000Research,2013-04-01,20,2013.2465753424658
PeerJ Preprints,2013-04-01,9,2013.2465753424658
bioRxiv,2013-04-01,0,2013.2465753424658
Winnower,2013-04-01,0,2013.2465753424658
preprints.org,2013-04-01,0,2013.2465753424658
Wellcome Open Research,2013-04-01,0,2013.2465753424658
arXiv q-bio,2013-05-01,200,2013.3287671232877
Nature Precedings,2013-05-01,0,2013.3287671232877
F1000Research,2013-05-01,17,2013.3287671232877
PeerJ Preprints,2013-05-01,11,2013.3287671232877
bioRxiv,2013-05-01,0,2013.3287671232877
Winnower,2013-05-01,0,2013.3287671232877
preprints.org,2013-05-01,0,2013.3287671232877
Wellcome Open Research,2013-05-01,0,2013.3287671232877
arXiv q-bio,2013-06-01,177,2013.4136986301369
Nature Precedings,2013-06-01,0,2013.4136986301369
F1000Research,2013-06-01,9,2013.4136986301369
PeerJ Preprints,2013-06-01,8,2013.4136986301369
bioRxiv,2013-06-01,0,2013.4136986301369
Winnower,2013-06-01,0,2013.4136986301369
preprints.org,2013-06-01,0,2013.4136986301369
Wellcome Open Research,2013-06-01,0,2013.4136986301369
arXiv q-bio,2013-07-01,237,2013.495890410959
Nature Precedings,2013-07-01,0,2013.495890410959
F1000Research,2013-07-01,22,2013.495890410959
PeerJ Preprints,2013-07-01,9,2013.495890410959
bioRxiv,2013-07-01,0,2013.495890410959
Winnower,2013-07-01,0,2013.495890410959
preprints.org,2013-07-01,0,2013.495890410959
Wellcome Open Research,2013-07-01,0,2013.495890410959
arXiv q-bio,2013-08-01,197,2013.5808219178082
Nature Precedings,2013-08-01,0,2013.5808219178082
F1000Research,2013-08-01,14,2013.5808219178082
PeerJ Preprints,2013-08-01,7,2013.5808219178082
bioRxiv,2013-08-01,0,2013.5808219178082
Winnower,2013-08-01,0,2013.5808219178082
preprints.org,2013-08-01,0,2013.5808219178082
Wellcome Open Research,2013-08-01,0,2013.5808219178082
arXiv q-bio,2013-09-01,234,2013.6657534246576
Nature Precedings,2013-09-01,0,2013.6657534246576
F1000Research,2013-09-01,15,2013.6657534246576
PeerJ Preprints,2013-09-01,16,2013.6657534246576
bioRxiv,2013-09-01,0,2013.6657534246576
Winnower,2013-09-01,0,2013.6657534246576
preprints.org,2013-09-01,0,2013.6657534246576
Wellcome Open Research,2013-09-01,0,2013.6657534246576
arXiv q-bio,2013-10-01,214,2013.7479452054795
Nature Precedings,2013-10-01,0,2013.7479452054795
F1000Research,2013-10-01,25,2013.7479452054795
PeerJ Preprints,2013-10-01,14,2013.7479452054795
bioRxiv,2013-10-01,0,2013.7479452054795
Winnower,2013-10-01,0,2013.7479452054795
preprints.org,2013-10-01,0,2013.7479452054795
Wellcome Open Research,2013-10-01,0,2013.7479452054795
arXiv q-bio,2013-11-01,168,2013.8328767123287
Nature Precedings,2013-11-01,0,2013.8328767123287
F1000Research,2013-11-01,26,2013.8328767123287
PeerJ Preprints,2013-11-01,35,2013.8328767123287
bioRxiv,2013-11-01,39,2013.8328767123287
Winnower,2013-11-01,0,2013.8328767123287
preprints.org,2013-11-01,0,2013.8328767123287
Wellcome Open Research,2013-11-01,0,2013.8328767123287
arXiv q-bio,2013-12-01,199,2013.9150684931508
Nature Precedings,2013-12-01,0,2013.9150684931508
F1000Research,2013-12-01,27,2013.9150684931508
PeerJ Preprints,2013-12-01,48,2013.9150684931508
bioRxiv,2013-12-01,38,2013.9150684931508
Winnower,2013-12-01,0,2013.9150684931508
preprints.org,2013-12-01,0,2013.9150684931508
Wellcome Open Research,2013-12-01,0,2013.9150684931508
arXiv q-bio,2014-01-01,136,2014
Nature Precedings,2014-01-01,0,2014
F1000Research,2014-01-01,26,2014
PeerJ Preprints,2014-01-01,40,2014
bioRxiv,2014-01-01,44,2014
Winnower,2014-01-01,0,2014
preprints.org,2014-01-01,0,2014
Wellcome Open Research,2014-01-01,0,2014
arXiv q-bio,2014-02-01,171,2014.0849315068492
Nature Precedings,2014-02-01,0,2014.0849315068492
F1000Research,2014-02-01,29,2014.0849315068492
PeerJ Preprints,2014-02-01,26,2014.0849315068492
bioRxiv,2014-02-01,51,2014.0849315068492
Winnower,2014-02-01,0,2014.0849315068492
preprints.org,2014-02-01,0,2014.0849315068492
Wellcome Open Research,2014-02-01,0,2014.0849315068492
arXiv q-bio,2014-03-01,196,2014.1616438356164
Nature Precedings,2014-03-01,0,2014.1616438356164
F1000Research,2014-03-01,19,2014.1616438356164
PeerJ Preprints,2014-03-01,82,2014.1616438356164
bioRxiv,2014-03-01,44,2014.1616438356164
Winnower,2014-03-01,0,2014.1616438356164
preprints.org,2014-03-01,0,2014.1616438356164
Wellcome Open Research,2014-03-01,0,2014.1616438356164
arXiv q-bio,2014-04-01,193,2014.2465753424658
Nature Precedings,2014-04-01,0,2014.2465753424658
F1000Research,2014-04-01,20,2014.2465753424658
PeerJ Preprints,2014-04-01,35,2014.2465753424658
bioRxiv,2014-04-01,55,2014.2465753424658
Winnower,2014-04-01,0,2014.2465753424658
preprints.org,2014-04-01,0,2014.2465753424658
Wellcome Open Research,2014-04-01,0,2014.2465753424658
arXiv q-bio,2014-05-01,166,2014.3287671232877
Nature Precedings,2014-05-01,0,2014.3287671232877
F1000Research,2014-05-01,22,2014.3287671232877
PeerJ Preprints,2014-05-01,26,2014.3287671232877
bioRxiv,2014-05-01,62,2014.3287671232877
Winnower,2014-05-01,4,2014.3287671232877
preprints.org,2014-05-01,0,2014.3287671232877
Wellcome Open Research,2014-05-01,0,2014.3287671232877
arXiv q-bio,2014-06-01,180,2014.4136986301369
Nature Precedings,2014-06-01,0,2014.4136986301369
F1000Research,2014-06-01,21,2014.4136986301369
PeerJ Preprints,2014-06-01,27,2014.4136986301369
bioRxiv,2014-06-01,75,2014.4136986301369
Winnower,2014-06-01,5,2014.4136986301369
preprints.org,2014-06-01,0,2014.4136986301369
Wellcome Open Research,2014-06-01,0,2014.4136986301369
arXiv q-bio,2014-07-01,227,2014.495890410959
Nature Precedings,2014-07-01,0,2014.495890410959
F1000Research,2014-07-01,31,2014.495890410959
PeerJ Preprints,2014-07-01,26,2014.495890410959
bioRxiv,2014-07-01,60,2014.495890410959
Winnower,2014-07-01,4,2014.495890410959
preprints.org,2014-07-01,0,2014.495890410959
Wellcome Open Research,2014-07-01,0,2014.495890410959
arXiv q-bio,2014-08-01,161,2014.5808219178082
Nature Precedings,2014-08-01,0,2014.5808219178082
F1000Research,2014-08-01,28,2014.5808219178082
PeerJ Preprints,2014-08-01,36,2014.5808219178082
bioRxiv,2014-08-01,82,2014.5808219178082
Winnower,2014-08-01,3,2014.5808219178082
preprints.org,2014-08-01,0,2014.5808219178082
Wellcome Open Research,2014-08-01,0,2014.5808219178082
arXiv q-bio,2014-09-01,194,2014.6657534246576
Nature Precedings,2014-09-01,0,2014.6657534246576
F1000Research,2014-09-01,31,2014.6657534246576
PeerJ Preprints,2014-09-01,35,2014.6657534246576
bioRxiv,2014-09-01,82,2014.6657534246576
Winnower,2014-09-01,2,2014.6657534246576
preprints.org,2014-09-01,0,2014.6657534246576
Wellcome Open Research,2014-09-01,0,2014.6657534246576
arXiv q-bio,2014-10-01,192,2014.7479452054795
Nature Precedings,2014-10-01,0,2014.7479452054795
F1000Research,2014-10-01,32,2014.7479452054795
PeerJ Preprints,2014-10-01,53,2014.7479452054795
bioRxiv,2014-10-01,84,2014.7479452054795
Winnower,2014-10-01,4,2014.7479452054795
preprints.org,2014-10-01,0,2014.7479452054795
Wellcome Open Research,2014-10-01,0,2014.7479452054795
arXiv q-bio,2014-11-01,194,2014.8328767123287
Nature Precedings,2014-11-01,0,2014.8328767123287
F1000Research,2014-11-01,22,2014.8328767123287
PeerJ Preprints,2014-11-01,64,2014.8328767123287
bioRxiv,2014-11-01,76,2014.8328767123287
Winnower,2014-11-01,5,2014.8328767123287
preprints.org,2014-11-01,0,2014.8328767123287
Wellcome Open Research,2014-11-01,0,2014.8328767123287
arXiv q-bio,2014-12-01,197,2014.9150684931508
Nature Precedings,2014-12-01,0,2014.9150684931508
F1000Research,2014-12-01,27,2014.9150684931508
PeerJ Preprints,2014-12-01,113,2014.9150684931508
bioRxiv,2014-12-01,91,2014.9150684931508
Winnower,2014-12-01,4,2014.9150684931508
preprints.org,2014-12-01,0,2014.9150684931508
Wellcome Open Research,2014-12-01,0,2014.9150684931508
arXiv q-bio,2015-01-01,187,2015
Nature Precedings,2015-01-01,0,2015
F1000Research,2015-01-01,28,2015
PeerJ Preprints,2015-01-01,42,2015
bioRxiv,2015-01-01,101,2015
Winnower,2015-01-01,7,2015
preprints.org,2015-01-01,0,2015
Wellcome Open Research,2015-01-01,0,2015
arXiv q-bio,2015-02-01,168,2015.0849315068492
Nature Precedings,2015-02-01,0,2015.0849315068492
F1000Research,2015-02-01,22,2015.0849315068492
PeerJ Preprints,2015-02-01,49,2015.0849315068492
bioRxiv,2015-02-01,86,2015.0849315068492
Winnower,2015-02-01,0,2015.0849315068492
preprints.org,2015-02-01,0,2015.0849315068492
Wellcome Open Research,2015-02-01,0,2015.0849315068492
arXiv q-bio,2015-03-01,197,2015.1616438356164
Nature Precedings,2015-03-01,0,2015.1616438356164
F1000Research,2015-03-01,19,2015.1616438356164
PeerJ Preprints,2015-03-01,76,2015.1616438356164
bioRxiv,2015-03-01,114,2015.1616438356164
Winnower,2015-03-01,16,2015.1616438356164
preprints.org,2015-03-01,0,2015.1616438356164
Wellcome Open Research,2015-03-01,0,2015.1616438356164
arXiv q-bio,2015-04-01,173,2015.2465753424658
Nature Precedings,2015-04-01,0,2015.2465753424658
F1000Research,2015-04-01,29,2015.2465753424658
PeerJ Preprints,2015-04-01,72,2015.2465753424658
bioRxiv,2015-04-01,119,2015.2465753424658
Winnower,2015-04-01,28,2015.2465753424658
preprints.org,2015-04-01,0,2015.2465753424658
Wellcome Open Research,2015-04-01,0,2015.2465753424658
arXiv q-bio,2015-05-01,216,2015.3287671232877
Nature Precedings,2015-05-01,0,2015.3287671232877
F1000Research,2015-05-01,41,2015.3287671232877
PeerJ Preprints,2015-05-01,121,2015.3287671232877
bioRxiv,2015-05-01,102,2015.3287671232877
Winnower,2015-05-01,21,2015.3287671232877
preprints.org,2015-05-01,0,2015.3287671232877
Wellcome Open Research,2015-05-01,0,2015.3287671232877
arXiv q-bio,2015-06-01,179,2015.4136986301369
Nature Precedings,2015-06-01,0,2015.4136986301369
F1000Research,2015-06-01,36,2015.4136986301369
PeerJ Preprints,2015-06-01,57,2015.4136986301369
bioRxiv,2015-06-01,123,2015.4136986301369
Winnower,2015-06-01,12,2015.4136986301369
preprints.org,2015-06-01,0,2015.4136986301369
Wellcome Open Research,2015-06-01,0,2015.4136986301369
arXiv q-bio,2015-07-01,180,2015.495890410959
Nature Precedings,2015-07-01,0,2015.495890410959
F1000Research,2015-07-01,52,2015.495890410959
PeerJ Preprints,2015-07-01,81,2015.495890410959
bioRxiv,2015-07-01,147,2015.495890410959
Winnower,2015-07-01,4,2015.495890410959
preprints.org,2015-07-01,0,2015.495890410959
Wellcome Open Research,2015-07-01,0,2015.495890410959
arXiv q-bio,2015-08-01,175,2015.5808219178082
Nature Precedings,2015-08-01,0,2015.5808219178082
F1000Research,2015-08-01,46,2015.5808219178082
PeerJ Preprints,2015-08-01,58,2015.5808219178082
bioRxiv,2015-08-01,144,2015.5808219178082
Winnower,2015-08-01,33,2015.5808219178082
preprints.org,2015-08-01,0,2015.5808219178082
Wellcome Open Research,2015-08-01,0,2015.5808219178082
arXiv q-bio,2015-09-01,185,2015.6657534246576
Nature Precedings,2015-09-01,0,2015.6657534246576
F1000Research,2015-09-01,39,2015.6657534246576
PeerJ Preprints,2015-09-01,85,2015.6657534246576
bioRxiv,2015-09-01,153,2015.6657534246576
Winnower,2015-09-01,46,2015.6657534246576
preprints.org,2015-09-01,0,2015.6657534246576
Wellcome Open Research,2015-09-01,0,2015.6657534246576
arXiv q-bio,2015-10-01,201,2015.7479452054795
Nature Precedings,2015-10-01,0,2015.7479452054795
F1000Research,2015-10-01,41,2015.7479452054795
PeerJ Preprints,2015-10-01,57,2015.7479452054795
bioRxiv,2015-10-01,202,2015.7479452054795
Winnower,2015-10-01,43,2015.7479452054795
preprints.org,2015-10-01,0,2015.7479452054795
Wellcome Open Research,2015-10-01,0,2015.7479452054795
arXiv q-bio,2015-11-01,198,2015.8328767123287
Nature Precedings,2015-11-01,0,2015.8328767123287
F1000Research,2015-11-01,49,2015.8328767123287
PeerJ Preprints,2015-11-01,82,2015.8328767123287
bioRxiv,2015-11-01,221,2015.8328767123287
Winnower,2015-11-01,36,2015.8328767123287
preprints.org,2015-11-01,0,2015.8328767123287
Wellcome Open Research,2015-11-01,0,2015.8328767123287
arXiv q-bio,2015-12-01,230,2015.9150684931508
Nature Precedings,2015-12-01,0,2015.9150684931508
F1000Research,2015-12-01,55,2015.9150684931508
PeerJ Preprints,2015-12-01,74,2015.9150684931508
bioRxiv,2015-12-01,194,2015.9150684931508
Winnower,2015-12-01,29,2015.9150684931508
preprints.org,2015-12-01,0,2015.9150684931508
Wellcome Open Research,2015-12-01,0,2015.9150684931508
arXiv q-bio,2016-01-01,177,2016
Nature Precedings,2016-01-01,0,2016
F1000Research,2016-01-01,60,2016
PeerJ Preprints,2016-01-01,76,2016
bioRxiv,2016-01-01,222,2016
Winnower,2016-01-01,32,2016
preprints.org,2016-01-01,0,2016
Wellcome Open Research,2016-01-01,0,2016
arXiv q-bio,2016-02-01,195,2016.0846994535518
Nature Precedings,2016-02-01,0,2016.0846994535518
F1000Research,2016-02-01,69,2016.0846994535518
PeerJ Preprints,2016-02-01,117,2016.0846994535518
bioRxiv,2016-02-01,304,2016.0846994535518
Winnower,2016-02-01,46,2016.0846994535518
preprints.org,2016-02-01,0,2016.0846994535518
Wellcome Open Research,2016-02-01,0,2016.0846994535518
arXiv q-bio,2016-03-01,181,2016.1639344262296
Nature Precedings,2016-03-01,0,2016.1639344262296
F1000Research,2016-03-01,76,2016.1639344262296
PeerJ Preprints,2016-03-01,128,2016.1639344262296
bioRxiv,2016-03-01,443,2016.1639344262296
Winnower,2016-03-01,34,2016.1639344262296
preprints.org,2016-03-01,0,2016.1639344262296
Wellcome Open Research,2016-03-01,0,2016.1639344262296
arXiv q-bio,2016-04-01,193,2016.2486338797814
Nature Precedings,2016-04-01,0,2016.2486338797814
F1000Research,2016-04-01,76,2016.2486338797814
PeerJ Preprints,2016-04-01,99,2016.2486338797814
bioRxiv,2016-04-01,398,2016.2486338797814
Winnower,2016-04-01,53,2016.2486338797814
preprints.org,2016-04-01,0,2016.2486338797814
Wellcome Open Research,2016-04-01,0,2016.2486338797814
arXiv q-bio,2016-05-01,215,2016.3306010928961
Nature Precedings,2016-05-01,0,2016.3306010928961
F1000Research,2016-05-01,57,2016.3306010928961
PeerJ Preprints,2016-05-01,78,2016.3306010928961
bioRxiv,2016-05-01,387,2016.3306010928961
Winnower,2016-05-01,42,2016.3306010928961
preprints.org,2016-05-01,0,2016.3306010928961
Wellcome Open Research,2016-05-01,0,2016.3306010928961
arXiv q-bio,2016-06-01,200,2016.4153005464482
Nature Precedings,2016-06-01,0,2016.4153005464482
F1000Research,2016-06-01,82,2016.4153005464482
PeerJ Preprints,2016-06-01,102,2016.4153005464482
bioRxiv,2016-06-01,401,2016.4153005464482
Winnower,2016-06-01,48,2016.4153005464482
preprints.org,2016-06-01,0,2016.4153005464482
Wellcome Open Research,2016-06-01,0,2016.4153005464482
arXiv q-bio,2016-07-01,173,2016.4972677595629
Nature Precedings,2016-07-01,0,2016.4972677595629
F1000Research,2016-07-01,29,2016.4972677595629
PeerJ Preprints,2016-07-01,133,2016.4972677595629
bioRxiv,2016-07-01,387,2016.4972677595629
Winnower,2016-07-01,41,2016.4972677595629
preprints.org,2016-07-01,1,2016.4972677595629
Wellcome Open Research,2016-07-01,0,2016.4972677595629
arXiv q-bio,2016-08-01,184,2016.5819672131147
Nature Precedings,2016-08-01,0,2016.5819672131147
F1000Research,2016-08-01,42,2016.5819672131147
PeerJ Preprints,2016-08-01,78,2016.5819672131147
bioRxiv,2016-08-01,448,2016.5819672131147
Winnower,2016-08-01,44,2016.5819672131147
preprints.org,2016-08-01,43,2016.5819672131147
Wellcome Open Research,2016-08-01,0,2016.5819672131147
arXiv q-bio,2016-09-01,227,2016.6666666666667
Nature Precedings,2016-09-01,0,2016.6666666666667
F1000Research,2016-09-01,32,2016.6666666666667
PeerJ Preprints,2016-09-01,89,2016.6666666666667
bioRxiv,2016-09-01,437,2016.6666666666667
Winnower,2016-09-01,46,2016.6666666666667
preprints.org,2016-09-01,33,2016.6666666666667
Wellcome Open Research,2016-09-01,0,2016.6666666666667
arXiv q-bio,2016-10-01,246,2016.7486338797814
Nature Precedings,2016-10-01,0,2016.7486338797814
F1000Research,2016-10-01,31,2016.7486338797814
PeerJ Preprints,2016-10-01,71,2016.7486338797814
bioRxiv,2016-10-01,457,2016.7486338797814
Winnower,2016-10-01,43,2016.7486338797814
preprints.org,2016-10-01,31,2016.7486338797814
Wellcome Open Research,2016-10-01,0,2016.7486338797814
arXiv q-bio,2016-11-01,230,2016.8333333333333
Nature Precedings,2016-11-01,0,2016.8333333333333
F1000Research,2016-11-01,46,2016.8333333333333
PeerJ Preprints,2016-11-01,49,2016.8333333333333
bioRxiv,2016-11-01,463,2016.8333333333333
Winnower,2016-11-01,41,2016.8333333333333
preprints.org,2016-11-01,45,2016.8333333333333
Wellcome Open Research,2016-11-01,19,2016.8333333333333
arXiv q-bio,2016-12-01,194,2016.9153005464482
Nature Precedings,2016-12-01,0,2016.9153005464482
F1000Research,2016-12-01,37,2016.9153005464482
PeerJ Preprints,2016-12-01,63,2016.9153005464482
bioRxiv,2016-12-01,557,2016.9153005464482
Winnower,2016-12-01,27,2016.9153005464482
preprints.org,2016-12-01,35,2016.9153005464482
Wellcome Open Research,2016-12-01,14,2016.9153005464482
arXiv q-bio,2017-01-01,202,2017
Nature Precedings,2017-01-01,0,2017
F1000Research,2017-01-01,34,2017
PeerJ Preprints,2017-01-01,94,2017
bioRxiv,2017-01-01,587,2017
Winnower,2017-01-01,30,2017
preprints.org,2017-01-01,32,2017
Wellcome Open Research,2017-01-01,6,2017
arXiv q-bio,2017-02-01,172,2017.0849315068492
Nature Precedings,2017-02-01,0,2017.0849315068492
F1000Research,2017-02-01,25,2017.0849315068492
PeerJ Preprints,2017-02-01,64,2017.0849315068492
bioRxiv,2017-02-01,622,2017.0849315068492
Winnower,2017-02-01,40,2017.0849315068492
preprints.org,2017-02-01,26,2017.0849315068492
Wellcome Open Research,2017-02-01,9,2017.0849315068492
arXiv q-bio,2017-03-01,235,2017.1616438356164
Nature Precedings,2017-03-01,0,2017.1616438356164
F1000Research,2017-03-01,46,2017.1616438356164
PeerJ Preprints,2017-03-01,64,2017.1616438356164
bioRxiv,2017-03-01,814,2017.1616438356164
Winnower,2017-03-01,40,2017.1616438356164
preprints.org,2017-03-01,62,2017.1616438356164
Wellcome Open Research,2017-03-01,7,2017.1616438356164
arXiv q-bio,2017-04-01,184,2017.2465753424658
Nature Precedings,2017-04-01,0,2017.2465753424658
F1000Research,2017-04-01,35,2017.2465753424658
PeerJ Preprints,2017-04-01,57,2017.2465753424658
bioRxiv,2017-04-01,741,2017.2465753424658
Winnower,2017-04-01,29,2017.2465753424658
preprints.org,2017-04-01,33,2017.2465753424658
Wellcome Open Research,2017-04-01,8,2017.2465753424658
arXiv q-bio,2017-05-01,221,2017.3287671232877
Nature Precedings,2017-05-01,0,2017.3287671232877
F1000Research,2017-05-01,31,2017.3287671232877
PeerJ Preprints,2017-05-01,40,2017.3287671232877
bioRxiv,2017-05-01,958,2017.3287671232877
Winnower,2017-05-01,33,2017.3287671232877
preprints.org,2017-05-01,57,2017.3287671232877
Wellcome Open Research,2017-05-01,5,2017.3287671232877
arXiv q-bio,2017-06-01,200,2017.4136986301369
Nature Precedings,2017-06-01,0,2017.4136986301369
F1000Research,2017-06-01,41,2017.4136986301369
PeerJ Preprints,2017-06-01,64,2017.4136986301369
bioRxiv,2017-06-01,1096,2017.4136986301369
Winnower,2017-06-01,46,2017.4136986301369
preprints.org,2017-06-01,27,2017.4136986301369
Wellcome Open Research,2017-06-01,11,2017.4136986301369
arXiv q-bio,2017-07-01,196,2017.495890410959
Nature Precedings,2017-07-01,0,2017.495890410959
F1000Research,2017-07-01,29,2017.495890410959
PeerJ Preprints,2017-07-01,55,2017.495890410959
bioRxiv,2017-07-01,978,2017.495890410959
Winnower,2017-07-01,27,2017.495890410959
preprints.org,2017-07-01,24,2017.495890410959
Wellcome Open Research,2017-07-01,13,2017.495890410959
arXiv q-bio,2017-08-01,191,2017.5808219178082
Nature Precedings,2017-08-01,0,2017.5808219178082
F1000Research,2017-08-01,49,2017.5808219178082
PeerJ Preprints,2017-08-01,97,2017.5808219178082
bioRxiv,2017-08-01,989,2017.5808219178082
Winnower,2017-08-01,34,2017.5808219178082
preprints.org,2017-08-01,26,2017.5808219178082
Wellcome Open Research,2017-08-01,17,2017.5808219178082
arXiv q-bio,2017-09-01,190,2017.6657534246576
Nature Precedings,2017-09-01,0,2017.6657534246576
F1000Research,2017-09-01,39,2017.6657534246576
PeerJ Preprints,2017-09-01,92,2017.6657534246576
bioRxiv,2017-09-01,1062,2017.6657534246576
Winnower,2017-09-01,22,2017.6657534246576
preprints.org,2017-09-01,40,2017.6657534246576
Wellcome Open Research,2017-09-01,19,2017.6657534246576
arXiv q-bio,2017-10-01,258,2017.7479452054795
Nature Precedings,2017-10-01,0,2017.7479452054795
F1000Research,2017-10-01,36,2017.7479452054795
PeerJ Preprints,2017-10-01,77,2017.7479452054795
bioRxiv,2017-10-01,1209,2017.7479452054795
Winnower,2017-10-01,34,2017.7479452054795
preprints.org,2017-10-01,42,2017.7479452054795
Wellcome Open Research,2017-10-01,10,2017.7479452054795
arXiv q-bio,2017-11-01,202,2017.8328767123287
Nature Precedings,2017-11-01,0,2017.8328767123287
F1000Research,2017-11-01,47,2017.8328767123287
PeerJ Preprints,2017-11-01,58,2017.8328767123287
bioRxiv,2017-11-01,1190,2017.8328767123287
Winnower,2017-11-01,30,2017.8328767123287
preprints.org,2017-11-01,49,2017.8328767123287
Wellcome Open Research,2017-11-01,9,2017.8328767123287
arXiv q-bio,2017-12-01,191,2017.9150684931508
Nature Precedings,2017-12-01,0,2017.9150684931508
F1000Research,2017-12-01,28,2017.9150684931508
PeerJ Preprints,2017-12-01,58,2017.9150684931508
bioRxiv,2017-12-01,1099,2017.9150684931508
Winnower,2017-12-01,20,2017.9150684931508
preprints.org,2017-12-01,34,2017.9150684931508
Wellcome Open Research,2017-12-01,7,2017.9150684931508
arXiv q-bio,2018-01-01,237,2018
Nature Precedings,2018-01-01,0,2018
F1000Research,2018-01-01,47,2018
PeerJ Preprints,2018-01-01,67,2018
bioRxiv,2018-01-01,1239,2018
Winnower,2018-01-01,23,2018
preprints.org,2018-01-01,77,2018
Wellcome Open Research,2018-01-01,7,2018
arXiv q-bio,2018-02-01,209,2018.0849315068492
Nature Precedings,2018-02-01,0,2018.0849315068492
F1000Research,2018-02-01,59,2018.0849315068492
PeerJ Preprints,2018-02-01,107,2018.0849315068492
bioRxiv,2018-02-01,1232,2018.0849315068492
Winnower,2018-02-01,27,2018.0849315068492
preprints.org,2018-02-01,45,2018.0849315068492
Wellcome Open Research,2018-02-01,11,2018.0849315068492
arXiv q-bio,2018-03-01,220,2018.1616438356164
Nature Precedings,2018-03-01,0,2018.1616438356164
F1000Research,2018-03-01,59,2018.1616438356164
PeerJ Preprints,2018-03-01,232,2018.1616438356164
bioRxiv,2018-03-01,1484,2018.1616438356164
Winnower,2018-03-01,18,2018.1616438356164
preprints.org,2018-03-01,76,2018.1616438356164
Wellcome Open Research,2018-03-01,16,2018.1616438356164
